id_evento,nombre,fecha,artistas,horario,club_id,club_nombre,club_imagen,direccion,poblacion,provincia,pais,estilo,direccion completa
169178,Fabriclive,2011-02-25,"R1: PLAYAZ + DJ Hype + Andy C + Netsky + Pascal + Hazard + Randall b2b Vapour + Jaydan + IC3 + 2 Shy + Funsta MC + Fats + AD
R2: TRUE TIGER: Plastician + Sukh Knight + Scandalous Unltd + Blue Bear + Stenchman + Hosted by MC Chunky
R3: ...",22:00-06:00h,709,Fabric,fabric_logo.jpg,77a Charterhouse St.,London,Extranjero,UK,Breaks,"77a Charterhouse St., London, UK"
170917,CONTROL,2011-02-25,Designer Drugs + Mustard Pimp + Lucky Date ft Sue Cho,22:00h,804,Avalon,Avaland_140.jpg,1735 Vine Street,Hollywood. California,Extranjero,USA,House,"1735 Vine Street, Hollywood. California, USA"
170960,World League,2011-02-25,Steve Bug,Sin confirmar,1125,No Club,nologo.jpg,Sin confirmar,Sin confirmar,Extranjero,Alemania,Techno,"Sin confirmar, Sin confirmar, Alemania"
172552,"",2011-02-25,"Bar: Rui Vargas & Dexter
Disco: Zip + Joao Maria",Sin confirmar,866,Lux,Lux_Fragil.jpg,Av. Infante D.Henrique,Lisboa,Extranjero,Portugal,Techno,"Av. Infante D.Henrique, Lisboa, Portugal"
172553,Baubau,2011-02-25,Der Dritte Raum,00:00h,1,No Disponible,"","","",Extranjero,Alemania,Techno,", , Alemania"
172843,Suicide Circus meets Off Rec.,2011-02-25,"Chris Lattner + Andre Crom + Jacob Richter + Fresh Meat + Fumee Grise + Peak
",00:00h,2428,Suicide Circus,nologo.jpg,Revaler Strasse 99,Berlín,Extranjero,Alemania,Techno,"Revaler Strasse 99, Berlín, Alemania"
172971,"",2011-02-25,Lula + Pablo Sánchez,23:30-06:00h,1765,Marula Café,MarulaCafe_Barcelona_140.jpg,Escudellers 49,Barcelona,Barcelona,España,Rare Groove,"Escudellers 49, Barcelona, España"
172982,"",2011-02-25,"Alex Nomaklimato + Krix Moon
",00:00-06:00h,1299,Komplot,Komplot_SanSebastian_140.jpg,Pedro Egaña 5,San Sebastián,Guipúzcoa,España,House,"Pedro Egaña 5, San Sebastián, España"
172983,PRE-PARTY MANIATIKS FAMILY CLUB,2011-02-25,"JL Fernandez + Carlos Pulido + Santos
",00:00-06:00h,1,No Disponible,"","","",Toledo,España,House,", , España"
173002,Nitsa,2011-02-25,"JUAN B + KOSMOS
Vj: Somni",00:30h,89,Apolo,SalaApolo_BCN_140.jpg,Nou de la Rambla 113,Barcelona,Barcelona,España,Techno,"Nou de la Rambla 113, Barcelona, España"
173010,La [2] de Nitsa,2011-02-25,LÜGER (Giradiscos/ Mad) + DJ COCO + PEGATAS,00:30h,705,La [2] de Apolo,SalaApolo2_BCN_140.jpg,Nou de la Rambla 113,Barcelona,Barcelona,España,Indie,"Nou de la Rambla 113, Barcelona, España"
173299,Pop & Dance Club,2011-02-25,"GATO (Barcelona) + GRAHAM THUNDER
",00:00-06:00h,467,Yasta,Yasta_Logo.jpg,Valverde 10,Madrid,Madrid,España,Indie,"Valverde 10, Madrid, España"
173305,"",2011-02-25,"MUMDANCE + CALVERTRON + HOSTAGE + KESMO
",00:00h,749,Nouveau Casino,Nouveau_Casino_Paris.jpg,109 Rue Oberkampf,Paris,Extranjero,Francia,Electro,"109 Rue Oberkampf, Paris, Francia"
173321,Into The Groove,2011-02-25,"MAIN ROOM: BLONDES (Live, NYC) + Lil Tony & DJ Anonymous
",22:00h,2655,Yk,Yk_Helsinki_140.jpg,Pohjoinen Rautatiekatu 21,Helsinki,Extranjero,Finlandia,Electro,"Pohjoinen Rautatiekatu 21, Helsinki, Finlandia"
173325,JAHTARI LABEL NIGHT,2011-02-25,"up: jahtari label night: CLAUSE FOUR (London, UK) + JAHTARI (Disrupt, aDUBtion) + SOLO BANTON (London, UK) + TAPES (London)",20:00h,1025,Distillery,Distillery_Leipzig.jpg,Kurt-Eisner Strasse 108a,Leipzig,Extranjero,Alemania,Rare Groove,"Kurt-Eisner Strasse 108a, Leipzig, Alemania"
173338,"Fette, Fette Party",2011-02-25,K.I.Z Soundsystem + Said + Jom + Kalusha + Ufo 361 + Bones & Mosh 36 + Menschenfleish + Moderation & Beat Box Show + Bee.Low & Elle 361,23:00h,832,Maria,Maria_Berlin.jpg,Stralauer Platz 33-34,Berlín,Extranjero,Alemania,Hip Hop,"Stralauer Platz 33-34, Berlín, Alemania"
173339,Basstheworld At Club Josef,2011-02-25,Stagga + Dj Maxximus + Mackjiggah + Scratch,23:00h,832,Maria,Maria_Berlin.jpg,Stralauer Platz 33-34,Berlín,Extranjero,Alemania,Breaks,"Stralauer Platz 33-34, Berlín, Alemania"
173357,Acid Test,2011-02-25,"SHONKY + KATE SIMKO + KIDDO
",22:00h,805,Smartbar,Smartbar_Chicago.jpg,3730 N. Clark St.,Chicago,Extranjero,USA,Techno,"3730 N. Clark St., Chicago, USA"
173380,TOCA,2011-02-25,Special Guest DJs,22:00-04:00h,842,Cielo,Cielo_NYC.jpg,18 Little West 12th Street,Nueva York,Extranjero,USA,House,"18 Little West 12th Street, Nueva York, USA"
173395,Sync,2011-02-25,"Rodriguez Jr (Mobilee recs, FR) + Jeff Moore + Sab Titos",23:00-10:00h,1841,Catwalk,catwalk_Rotterdam_140.jpg,Weena Zuid 33,Rotterdam,Extranjero,Holanda,Techno,"Weena Zuid 33, Rotterdam, Holanda"
173396,Danzoo: Tresor,2011-02-25,"Steve Rachmad + The Advent + Miki Craven + Tony Méndez & Serious Beat
",00:00-06:00h,707,Macumba,Macumba_Madrid_140.jpg,Plaza Estación de Chamartín s/n,Madrid,Madrid,España,Techno,"Plaza Estación de Chamartín s/n, Madrid, España"
173419,"",2011-02-25,"Motor (Live) (Shitkatapult / NYC, FR) + DJohnston + Pau Roca (Libido / BCN)
Redrum: NoMen DJ",01:00-06:00h,405,BeCool,be_cool_140.jpg,"Plaça Joan Llongueras, 5",Barcelona,Barcelona,España,House,"Plaça Joan Llongueras, 5, Barcelona, España"
173445,"",2011-02-25,JOE CLAUSELL + The Djoon Experience,23:00-05:30h,1554,Djoon,Djoon_Paris_140.jpg,22-24 Boulevard Vincent Auriol,Paris,Extranjero,Francia,House,"22-24 Boulevard Vincent Auriol, Paris, Francia"
173463,LOVING,2011-02-25,"JOHANNES HEIL (Cocoon, Hessen) + MAXIM TERENTJEV (Vorsicht Glas, München) + HEIKE REICH (female pressure, Prinzip, München) + tps nostromo (volxvergnuegen, München)
",23:00h,728,Harry Klein,Harry_Klein.jpg,Friedenstrasse 10,Munich,Extranjero,Alemania,Techno,"Friedenstrasse 10, Munich, Alemania"
173488,"",2011-02-25,"EXCISION (Kelowna, British Columbia) + DOWNLINK (Kelowna, British Columbia) + ANTISERUM (San Fransisco, California) + ROYAL HIGHNUSS & DROOPY (Dallas, Tx)",21:00-03:00h,863,Lizard Lounge,LizardLounge_Dallas_140.jpg,2424 Swiss Ave.,Dallas,Extranjero,USA,Trance,"2424 Swiss Ave., Dallas, USA"
173489,POKER FLAT & MOBILEE 2E2L - TOO EARLY TO BE LATE RELEASE PARTY,2011-02-25,"MARTIN LANDSKY (POKER FLAT, MOBILEE, BERLIN)",23:00h,750,Womb,Womb_Tokyo.jpg,"2-16 Maruyama-Cho, Shibuyaku",Tokyo,Extranjero,Japón,Techno,"2-16 Maruyama-Cho, Shibuyaku, Tokyo, Japón"
173513,Sankeys Friday Edition,2011-02-25,Wolfgang Gartner,22:00h,717,Sankeys,Sankeys_UK_140.jpg,Radium Street,Manchester,Extranjero,UK,Techno,"Radium Street, Manchester, UK"
173535,"",2011-02-25,David Navascues,00:30h,174,Etxekalte,Etxekalte.jpg,Mari 1,San Sebastián,Guipúzcoa,España,Rare Groove,"Mari 1, San Sebastián, España"
173539,"",2011-02-25,ROGER SHAH + Alain Octavo,21:00h,1154,Ruby Skye,Ruby_Skye_SF.jpg,420 Mason Street,San Francisco,Extranjero,USA,House,"420 Mason Street, San Francisco, USA"
173547,TUNA PARK - EXONE LABELNIGHT,2011-02-25,"TRESOR: Exone Labelnight: Exercise One (Live, Mobilee, Exone, Berlin) + GummiHz (Mobilee, London) + Justin Nabbs (Exone, Berlin)
+4BAR: RNDM (Dial, Berlin) + Spunky (Uncanny Valley, Dresden) + Dor (Berlin)
",00:00h,720,Tresor,tresor.jpg,Köpenicker Str. 59-73,Berlín,Extranjero,Alemania,Techno,"Köpenicker Str. 59-73, Berlín, Alemania"
173570,Loud Party,2011-02-25,Kid Koala + Jel + DJ Swayzee + J House,22:00h,807,Mighty,Mighty_SF_140.jpg,119 Utah st.,San Francisco,Extranjero,USA,Breaks,"119 Utah st., San Francisco, USA"
173594,The Soulfood Session,2011-02-25,Jadd & Kwenya Carreira,23:30-06:00h,271,Marula Café,Marula_Cafe.jpg,"Calle de Caños Viejos, 3",Madrid,Madrid,España,Rare Groove,"Calle de Caños Viejos, 3, Madrid, España"
173618,Apokaliptika,2011-02-25,"ROWCLUB: Frank Kvitta + Greg Notill + Serial Killaz
ROWBAR: Fran The Breakstorm feat. Mc Osito + Dj Domi + Fergis",23:00h,1200,Row14,Row14_BCN_140.jpg,Autovia de Castelfedells C31 Km. 187,Viladecans,Barcelona,España,Hard Techno,"Autovia de Castelfedells C31 Km. 187, Viladecans, España"
173636,"",2011-02-25,"Concierto: KUVE (7 , 22h)
Dj Set: HD Substance (Gratis, 00h)
",22:00-03:30h,141,Café La Palma,Cafe_LaPalma_Madrid.jpg,La Palma 62,Madrid,Madrid,España,sin especificar,"La Palma 62, Madrid, España"
173668,"",2011-02-25,"Omar León + Phelix
Villarosa: Purpur",00:00-05:00h,88,Moog,Moog.jpg,"Carrer de l'Arc del Teatre, 3",Barcelona,Barcelona,España,Techno,"Carrer de l'Arc del Teatre, 3, Barcelona, España"
173673,"",2011-02-25,"Main Floor: BACK FROM BERLIN: Ricardo Villalobos + André Galluzzi
Lounge: FRANK LORBER BDAY: Frank Lorber + Cassy
",22:00-06:00h,711,Cocoon Club,Cocoon_Club_Frankfurt.jpg,Carl-Benz-Strasse 21,Frankfurt,Extranjero,Alemania,Techno,"Carl-Benz-Strasse 21, Frankfurt, Alemania"
173694,"",2011-02-25,"WASHING MACHINE
",23:00h,135,El Tornillo,El_Tornillo_Valencia.jpg,Campoamor 42,Valencia,Valencia,España,Indie,"Campoamor 42, Valencia, España"
173708,JORIS VOORN BIRTHDAY SPECIAL,2011-02-25,JORIS VOORN & DEETRON (all night long),23:00h,1621,Studio 80,Studio80_Amsterdam_140.jpg,Rembrandtplein 17,Amsterdam,Extranjero,Holanda,Techno,"Rembrandtplein 17, Amsterdam, Holanda"
173711,Lost in London,2011-02-25,Cesar Ruiz + Rachel Harvey + I AM Santiago,22:00-05:00h,852,Pacha London,Pacha_London_140.jpg,Terminus Place,Londres,Extranjero,UK,House,"Terminus Place, Londres, UK"
173718,Stereo,2011-02-25,"Riva Starr (Made To Play, Southern Fried, London) + Sayan Sobuth + Bassbüro + Luke Redford & DJ Dierlijk + Elvis Cassetta + Rumlaut",23:00h,1112,Hive Club,HiveClub_Zurich_140.jpg,Geroldstrasse 5,Zurich,Extranjero,Suiza,Techno,"Geroldstrasse 5, Zurich, Suiza"
173732,The Gallery,2011-02-25,"Box: Paul Van Dyk (3 hours) + Aly & Fila + Gavyn Mytchel
103: Jazzy M + Steve Lee + Marco Del Horno + Gareth Harding
Loft: Plastic Fondu: Kev Broad & Stu Drake + Damien Spencer + DJ Andre + ReDefine
Baby Box: Church of Trance: Ronny K + Disciple J + The Messiah + Davey Asprey + John Newall + Shaun Macdonald
",22:30-06:00h,714,Ministry Of Sound,Ministry_of_Sound.jpg,103 Gaunt St,Londres,Extranjero,UK,House,"103 Gaunt St, Londres, UK"
173734,BIG RED BUTTON,2011-02-25,"BOX 1: JAY LUMEN (100% PURE, GREAT STUFF, HU) + METTE S (OOSCH, WMC 2010, SIMPEL) + ZEHCNAS + LEHMANN & SCHYBERG + TOBBE
BOX 2: SØREN BUCH & DG + CHRIS MINUS + IAN BANG
",23:00-06:00h,1049,Culture Box,CultureBox_Copenhague_140.jpg,Kronprinsesse Gade 54,Copenhague,Extranjero,Dinamarca,Techno,"Kronprinsesse Gade 54, Copenhague, Dinamarca"
173757,RELISH RECORDINGS,2011-02-25,"HEADMAN + TREVOR JACKSON + HANNULELAURI + MICKEY + C90S
",23:00-06:00h,1041,Social Club,SocialClub_Paris_140.jpg,8 Boulevard De La Madeleine,Paris,Extranjero,Francia,Techno,"8 Boulevard De La Madeleine, Paris, Francia"
173774,DOWNTOWN BOOGIE NIGHT,2011-02-25,"VINCZ LEE + GREEN GIANT & THE BOOGIE SQUAD MCS
",23:00h,1391,D! Club,nologo.jpg,Place Centrale,Lausanne,Extranjero,Suiza,Techno,"Place Centrale, Lausanne, Suiza"
173794,BTRAX,2011-02-25,"CHRIS LIEBING (CL-Recordings, Spinclub Recordings, DE) + TARLOUF X (Btrax rec, FFC, FR) + BEN MEN
",00:00-06:00h,723,Rex Club,Rex_Club.jpg,5 Boulevard Poissonnière,Paris,Extranjero,Francia,Techno,"5 Boulevard Poissonnière, Paris, Francia"
173806,Bang Bang,2011-02-25,"Main Room: Mistajam + BitR8 + K1R3Y + Mr. Noisy
Room 2: Deejay Philly + Gavin Foord
",21:00-04:00h,948,Junk,Junk_Southampton_140.jpg,55 London Road,Southampton,Extranjero,UK,Breaks,"55 London Road, Southampton, UK"
173816,Mud,2011-02-25,"The Basement: Reach: SBTRKT (Young Turks, UK) + MICK PRESSURE (Naked Lunch) + SAFETYBOY
The Stage: DUBLIN TROPIKAL LIVE SHOWCASE
The Mezz: Gamepak: GAMEPAK RESIDENTS + Duck Hunt Contest + Segas, Snes, Gameboys, Ataris...",22:00h,2255,The Twisted Pepper,nologo.jpg,54 Middle Abbey St,Dublin,Extranjero,Irlanda,Breaks,"54 Middle Abbey St, Dublin, Irlanda"
173860,Happy Mondays,2011-02-25,Move D + Alienata + Daniel Kyo + David Verdeguer,Sin confirmar,1727,Miniclub,Miniclub_Valencia_140.jpg,"Avenida de Blasco Ibañez, 11",Valencia,Valencia,España,Techno,"Avenida de Blasco Ibañez, 11, Valencia, España"
173874,Tape Tape,2011-02-25,"Dixon + Daniel Schulze + John DENIS Vs Lawrens + Anaelle
Balcony: Hosted By Catch 22: Miss Ryzkov + Plastic Soul + Orch + Steph-X + Arnaud + Patrice",23:00-06:00h,795,Café D'Anvers,Cafe_D_Anvers.jpg,Verversrui 15,Amberes,Extranjero,Bélgica,Techno,"Verversrui 15, Amberes, Bélgica"
173894,"",2011-02-25,Guido Schneider + Tonio Barrientos,23:00h,1949,Chaca Chaca,ChacaChaca_Munich_140.jpg,Landwherstrasse 16,Munich,Extranjero,Alemania,Techno,"Landwherstrasse 16, Munich, Alemania"
173940,Girls & Boys presents,2011-02-25,NERO + GUESTS,22:00h,1139,Webster Hall,WebsterHall_USA_140.jpg,125 East 11th Street,Nueva York,Extranjero,USA,Techno,"125 East 11th Street, Nueva York, USA"
173941,KONONO N° 1,2011-02-25,Berghain: Shackleton + Burnt Friedman + KONONO N° 1 + Mark Ernestus,Sin confirmar,945,Panorama,PanoramaBar_Berlin_140.jpg,Am Wriezener Bahnhof,Berlin,Extranjero,Alemania,Breaks,"Am Wriezener Bahnhof, Berlin, Alemania"
173968,BE TRASH PARTY!,2011-02-25,"NOUCH (Be Trash, bdx) + BOOTY BEN (Be Trash, bdx) + DAMSEY (Erase Rec., Enquete de son) + JON DUFF (Bar Tender 59)",00:00h,800,Le 4 Sans,Le4Sans_Francia_140.jpg,40 Rue d'Armagnac,Burdeos,Extranjero,Francia,Electro,"40 Rue d'Armagnac, Burdeos, Francia"
173976,"",2011-02-25,Paco Chica,01:00-07:00h,1598,Sugarpop,Sugarpop_Granada_140.jpg,Gran Capitán 25,Granada,Granada,España,Rare Groove,"Gran Capitán 25, Granada, España"
173991,Wheel & Deal Records - Album Launch Party,2011-02-25,"Main Room: N Type (W&D, Rinse FM) + Youngsta (W&D, Tempa) + Chefal (Subfreq Recs) + The Aliens (London Debut) + MRK 1 (2000 - 2010 set) + Benny Ill (Horsepower Tempa)
Bar: Wookie (classic garage set) + Kutz (W&D, Soul Jazz) + DJ Madd (W&D, Black Box) + Benton (W&D) + Matt U (W&D) + Bluesy (old school Kool FM set) + MCs: Crazy D, LX One, Toast, Grand
",22:00h,1690,Cable,Cable_Londres_140.jpg,Bermondsey Street,Londres,Extranjero,UK,Breaks,"Bermondsey Street, Londres, UK"
174000,"",2011-02-25,Bob Sinclar,22:00-06:00h,722,Pacha New York,Pacha_NewYork_140.jpg,618 West 46th St,Nueva York,Extranjero,USA,House,"618 West 46th St, Nueva York, USA"
174001,"",2011-02-25,Bob Sinclar,22:00-06:00h,722,Pacha New York,Pacha_NewYork_140.jpg,618 West 46th St,Nueva York,Extranjero,USA,House,"618 West 46th St, Nueva York, USA"
174011,CLUB NME: Oya Festival & Field Day,2011-02-25,"Not Squares + Lucy Swann + Team Me
",21:00-03:00h,1712,Koko,Koko_Londres_140.jpg,1A Camden High Street,Londres,Extranjero,UK,Indie,"1A Camden High Street, Londres, UK"
174013,WE WANT DANCE spéciale BPITCH CONTROL,2011-02-25,"THOMAS MULLER (live, BPITCH CONTROL) + OKAIN (BPITCH CONTROL, TSUBA) + PHIL DARK
",23:00h,798,Batofar,Batofar_Paris_140.jpg,11 Quai François Mauriac,Paris,Extranjero,Francia,Techno,"11 Quai François Mauriac, Paris, Francia"
174030,CADENZA,2011-02-25,"Reboot (Live, Cadenza, Frankfurt) + Robert Dietz (Cadenza, Frankfurt) + Digitaline (Cadenza, Lausanne, Berlin)
",21:00h,1613,Trouw,Trouw_Amsterdam_140.jpg,Wibautstraat 131,Amsterdam,Extranjero,Holanda,Techno,"Wibautstraat 131, Amsterdam, Holanda"
174045,Bleep43,2011-02-25,"Omar S + Newworldaquarium + passEnger + Xluve + Max Duley + Ken Odeluga + Toby Frith + Dan Bean
",23:00-06:00h,959,Corsica Studios,nologo.jpg,Elephant Road,Londres,Extranjero,UK,Techno,"Elephant Road, Londres, UK"
174046,Reset launch party,2011-02-25,"MAGDA (Minus) + Valerio Zero + Clichèvideo cj
",21:30h,734,Brancaleone,Brancaleone_140.jpg,Via Levanna 11,Roma,Extranjero,Italia,Techno,"Via Levanna 11, Roma, Italia"
174060,MOONBOOTICA,2011-02-25,"Mainfloor: Moonbootica (Moonbootique) + Fortsch (Watergate)
Waterfloor: Gunnar Stiller (Upon You) + Fabiano (Upon You)


",00:00h,719,Watergate,Water_gate_Berlin.jpg,Falckensteinstr. 49,Berlín,Extranjero,Alemania,Techno,"Falckensteinstr. 49, Berlín, Alemania"
174113,BINOMISOUND,2011-02-25,"JG Andino + Aitor Madrid
",22:30-03:30h,2515,Babylon Café-Dance,BabylonCafe-dance_140.jpg,"c/ Corredera Alta de San Pablo, 33",Madrid,Madrid,España,House,"c/ Corredera Alta de San Pablo, 33, Madrid, España"
174140,Up,2011-02-25,VALENTINO KANZYANI (Jesus Loved You) + JAVIER GONZÁLEZ (Monza) + MIGUEL GÁLVEZ + JESÚS aka JDL,00:00h,1945,Penélope,nologo.jpg,"Hilarión Eslava, 36",Madrid,Madrid,España,Techno,"Hilarión Eslava, 36, Madrid, España"
174159,"",2011-02-25,MisteriosonorA + Dj Bombín,21:30h,547,La Boca del Lobo,La_Boca_Del_Lobo.jpg,Echegaray 11,Madrid,Madrid,España,Rare Groove,"Echegaray 11, Madrid, España"
174182,"",2011-02-25,"La1 y La2: The Zombie Kids + Xharles Boina
PI: Alberto Sola n Mate_U + C) Brain
22:00h: Los Conciertos de La3: LA RANA MARIANA + Artista Invitado (10/12)",01:00-07:30h,2205,La 3,La3_Valencia_140.jpg,"c/ Padre Porta, 2",Valencia,Valencia,España,sin especificar,"c/ Padre Porta, 2, Valencia, España"
174207,Hard Impact Meets Hard Aber Herzlich,2011-02-25,"U60: Pet Duo + Pappenhiemer + P.Stylez + Japz + Lunatic + Pablo Ramirez
311: Ascensor + Welf Maas + Giuseppe Castani + Ladwein",23:00h,731,U60311,U60311_Frankfurt.jpg,Rossmarkt,Frankfurt,Extranjero,Alemania,Techno,"Rossmarkt, Frankfurt, Alemania"
174215,Push The Night,2011-02-25,Brad Miller,22:00-05:00h,840,Sullivan Room,Sullivan_Room.jpg,218 Sullivan Street,Nueva York,Extranjero,USA,House,"218 Sullivan Street, Nueva York, USA"
174231,Disco 3000,2011-02-25,Danny Krivit + Antal + I-F (interferenc) + Jan van Kampen,00:30h,982,Paradiso,Paradiso_Amsterdam.jpg,Weteringschans 6-8,Amsterdam,Extranjero,Holanda,Techno,"Weteringschans 6-8, Amsterdam, Holanda"
174274,"",2011-02-25,Binomio,00:00-06:00h,398,Ohm,Ohm-Madrid_140.jpg,Plaza de Callao,Madrid,Madrid,España,House,"Plaza de Callao, Madrid, España"
174299,"",2011-02-25,Damien Dj,00:00-03:00h,533,Museo Chicote,Museo_Chicote.jpg,"Calle Gran Vía, 12",Madrid,Madrid,España,House,"Calle Gran Vía, 12, Madrid, España"
174316,Low Club Day #4,2011-02-25,"Felix da Housecat (Rude Photo, Chicago) + Breakbot (Ed Banger, Paris) + Homeboy + Sr. Miyagy",00:00h,927,La Riviera,LaRiviera_Mad_140.jpg,Paseo Bajo de la Virgen del Puerto,Madrid,Madrid,España,Indie,"Paseo Bajo de la Virgen del Puerto, Madrid, España"
174340,"",2011-02-25,"Raphael Dincsoy & Robert X
",00:00-05:00h,382,Macarena,Macarena_BCN.jpg,Nou de Sant Francesc 5,Barcelona,Barcelona,España,House,"Nou de Sant Francesc 5, Barcelona, España"
174345,Electronic Dreams Sessión Essenzia,2011-02-25,"Alex Reyes + Andre cosgaya + Gregory C + Alberto Santana + Gary Df + Mario Garcia
",23:00-06:00h,2315,Bitácora,Bitacora_Valladolid_140.jpg,Enrique Cubero s/n,Valladolid,Valladolid,España,House,"Enrique Cubero s/n, Valladolid, España"
174421,Dance To The Underground,2011-02-25,Nacho Ruiz,00:30-06:00h,387,Sidecar Factory Club,Sidecar_BCN.jpg,Plaza Real 7,Barcelona,Barcelona,España,sin especificar,"Plaza Real 7, Barcelona, España"
174450,"",2011-02-25,Dj Oli Benet + invitados!,22:00-03:00h,1225,Xpressing Underground Club,Xpressing_BCN_140.jpg,C/ Valencia 196,Barcelona,Barcelona,España,Rare Groove,"C/ Valencia 196, Barcelona, España"
174474,"",2011-02-25,Prímital (Concierto) + Dj Watch Tv,23:00-05:30h,507,Tempo,Tempo_Madrid.jpg,Duque de Osuna 8,Madrid,Madrid,España,Rare Groove,"Duque de Osuna 8, Madrid, España"
174488,"",2011-02-25,Dj Floro,23:00-06:00h,206,El Junco,El_Junco.jpg,Pza Santa Bárbara 10,Madrid,Madrid,España,Rare Groove,"Pza Santa Bárbara 10, Madrid, España"
174521,"",2011-02-25,Sol Groove + Paco Buggin',00:00-03:00h,295,Areia,Areia_Madrid.jpg,Hortaleza 92,Madrid,Madrid,España,House,"Hortaleza 92, Madrid, España"
174535,"",2011-02-25,Tere Dj,23:00h,1776,La Noche,LaNoche_Alicante_140.jpg,Padre Maltés 6,Alicante,Alicante,España,Indie,"Padre Maltés 6, Alicante, España"
174544,"",2011-02-25,II MOJO WORKIN DONOSTIA R&B FESTIVAL,23:00-03:00h,2602,Bukowski,Bukowski_SanSebastian_140.jpg,"Egia, 18",San Sebastián,Guipúzcoa,España,Rare Groove,"Egia, 18, San Sebastián, España"
174559,Echos Sonores: Cadenza Showcase,2011-02-25,MICHEL CLEIS + CESAR MERVEILLE,22:00-06:00h,1,No Disponible,"","","",Extranjero,Francia,sin especificar,", , Francia"
174600,Vive,2011-02-25,Javier Katta,00:30h,2571,1900,nologo.jpg,Calle de Alarcón s/n,Valladolid,Valladolid,España,House,"Calle de Alarcón s/n, Valladolid, España"
174609,Nata Sesion,2011-02-25,JUANTXI & RODOLF BEVELACQUA,00:00-06:00h,2198,Tunk!,Sala_Tunk_Irun_140.jpg,"Auzolan, 20",Irún,Guipúzcoa,España,Techno,"Auzolan, 20, Irún, España"
174631,Afterwork!,2011-02-25,Chuss,00:00h,411,Garito Café,Garito_Cafe.jpg,Dársena de Can Barbará s/n,Mallorca,Baleares,España,House,"Dársena de Can Barbará s/n, Mallorca, España"
174646,"",2011-02-25,"Blue Fever: CITOYENS CITOYENNES NIGHT: Vitalic (live) + Rynecologist + Produkkt + Donovans
Gold Fever: FEVER ON STAGE: Monotonix + Yellow Big Machine
Black Fever: Hip Hop con: Dj Zefive + Almah Mater DJs",00:00h,380,Santana 27,nologo.jpg,Poligono de Bolueta.,Bilbao,Vizcaya,España,sin especificar,"Poligono de Bolueta., Bilbao, España"
174651,"",2011-02-25,Javi Frías,23:30h,23,Afrodisia,Afrodisia_Granada.jpg,Calle Almona del Boquerón,Granada,Granada,España,Rare Groove,"Calle Almona del Boquerón, Granada, España"
174683,"",2011-02-25,Radiohead (Tributo) + Jay Rodriguez,Sin confirmar,2653,Imagina Club,ImaginaClub_Cadiz_140.jpg,Punta de San Felipe s/n,Cádiz,Cádiz,España,Indie,"Punta de San Felipe s/n, Cádiz, España"
174698,Ghostel,2011-02-25,Luize + Lektrono,23:30-05:00h,299,Kafka Club,Kafka_Sevilla_140.jpg,"Faustino Alvarez, 27",Sevilla,Sevilla,España,Indie,"Faustino Alvarez, 27, Sevilla, España"
174717,Digital Club,2011-02-25,Ds + Zerdiyi,00:00h,1103,Quilombo,Quilombo_Granada_140.jpg,Carril de San Cecilo 21,Granada,Granada,España,sin especificar,"Carril de San Cecilo 21, Granada, España"
174730,"",2011-02-25,"Sala A: Dj Spike
Sala B: Dj Bender",00:00-05:00h,579,2046,2046_granollers.jpg,Conca de Besòs 36-37,Granollers,Barcelona,España,Indie,"Conca de Besòs 36-37, Granollers, España"
174740,"",2011-02-25,DJ SAPPHIRE (Buttshaker inc.),23:00-03:00h,1036,Premier,Premier_BCN_140.jpg,Provença 236,Barcelona,Barcelona,España,House,"Provença 236, Barcelona, España"
174751,"",2011-02-25,"Tito
",23:00-03:00h,1810,Carambola Café Club,Carambola_Illescas_140.jpg,Plaza de Colón 15,Illescas,Toledo,España,House,"Plaza de Colón 15, Illescas, España"
174761,"",2011-02-25,"Ema Rodrigues
",00:00-04:30h,1525,Fanzine,Fanzine_Corunha_140.jpg,Atocha Alta 40,A Coruña,La Coruña,España,House,"Atocha Alta 40, A Coruña, España"
174809,"",2011-02-25,Iván Froufe (creature),23:00-03:00h,2049,Café Plaza,Cafe_Plaza_Vitoria_140.jpg,"Calle Postas, 5",Vitoria,Álava,España,House,"Calle Postas, 5, Vitoria, España"
174837,PLATINUM,2011-02-25,FERRAN ALONSO & DANNY CARDENAS,00:00-06:00h,777,Opium Mar,OpiumMar_BCN_140.jpg,Paseo marítimo 34,Barcelona,Barcelona,España,House,"Paseo marítimo 34, Barcelona, España"
174849,Nº 5 House parfum,2011-02-25,Jl Magoya + guest,00:00-04:30h,417,Laydown,Laydown_Madrid.jpg,Plaza de los Mostenses 9,Madrid,Madrid,España,House,"Plaza de los Mostenses 9, Madrid, España"
174860,"",2011-02-25,Dj Oscar,00:00-03:00h,418,El Juglar,El_Juglar_Madrid_140.jpg,Lavapiés 37,Madrid,Madrid,España,Rare Groove,"Lavapiés 37, Madrid, España"
174891,"",2011-02-25,CANAL STREET JAZZ BAND + Ptt + Dj Hector Mingues,00:00h,1406,Moe Club,Moe-Madrid_140.jpg,Alberto Alcocer 32,Madrid,Madrid,España,Rare Groove,"Alberto Alcocer 32, Madrid, España"
