id,province_id,name,xmin_,ymin_,xmax_,ymax_
51,4,Huécija,5297309185,40865393936,5358598390,40929894851
52,4,Huércal de Almería,5429820600,40799447582,5512100920,40845907571
53,4,Huércal-Overa,5854044243,41282197377,6057838158,41554807581
54,4,Illar,5288317515,40891006350,5333464944,40981893751
55,4,Instinción,5234831981,40855872894,5318898020,40990661849
56,4,Laroya,5561583966,41234166857,5606534605,41316170406
57,4,Laujar de Andarax,5044360884,40844622204,5126095441,41058485832
58,4,Líjar,5647295451,41243375574,5720169779,41311622723
59,4,Lubrín,5751868102,41131550878,5904705749,41283301556
60,4,Lucainena de las Torres,5666688718,40927697305,5877357345,41103451057
61,4,Lúcar,5429885866,41358261947,5537585030,41511416332
62,4,Macael,5589237225,41246748607,5670588859,41338065529
63,4,María,5594023840,41676473192,5765170227,41941861251
64,4,Mojácar,5963500506,40998848414,6047794820,41170029923
105,4,Mojonera,5252382591,40643540723,5303194268,40745725622
65,4,Nacimiento,5256034033,41030070059,5356107730,41192692280
66,4,Níjar,5623035294,40641569119,5960731381,40976958628
67,4,Ohanes,5175263191,40975131119,5243239475,41057416354
68,4,Olula de Castro,5419912760,41093960986,5492029557,41190789249
69,4,Olula del Río,5591478763,41327826379,5639798875,41421491284
70,4,Oria,5478059806,41406913019,5742796892,41572580907
71,4,Padules,5179851016,40846881268,5227277308,40969762972
72,4,Partaloa,5635403187,41365480515,5725598533,41454667821
73,4,Paterna del Río,5012094559,40946173311,5077274355,41060865806
74,4,Pechina,5490866352,40834445909,5576418543,40941228664
75,4,Pulpí,6039971507,41329411354,6217615858,41461906673
76,4,Purchena,5522123489,41284175546,5613536417,41479981891
77,4,Rágol,5252453206,40899988948,5295123022,41032067237
78,4,Rioja,5468941869,40875556623,5534537465,40962974106
79,4,Roquetas de Mar,5299612684,40616240358,5401648152,40791920162
80,4,Santa Cruz de Marchena,5320610727,40957518725,5417149197,41026107242
81,4,Santa Fe de Mondújar,5376821354,40859043745,5455869816,41002092634
82,4,Senés,5554664887,41111187799,5630561884,41240059473
83,4,Serón,5336696219,41219149193,5466090673,41465117280
84,4,Sierro,5514940024,41229725712,5564650133,41328492299
85,4,Somontín,5530233208,41359674612,5551761122,41486991039
86,4,Sorbas,5711928791,40931153334,5900651174,41196589394
87,4,Suflí,5519623486,41264007022,5569933378,41338725235
88,4,Tabernas,5454922414,40936032195,5690687105,41126170040
89,4,Taberno,5793369832,41430178267,5872691761,41546379607
90,4,Tahal,5565049437,41073162826,5703579488,41260486358
91,4,Terque,5273082480,40848808746,5374055698,40959611009
92,4,Tíjola,5401649159,41312618462,5514804860,41482586726
40,4,Tres Villas,5211928263,41037286962,5286707506,41214828997
93,4,Turre,5880712901,41005362505,6001437449,41168827818
94,4,Turrillas,5620395126,40940402015,5703084874,41024617978
95,4,Uleila del Campo,5687290192,41101669800,5753726573,41193809455
96,4,Urrácal,5549127048,41359965095,5607070950,41418653026
97,4,Velefique,5482603758,41103247860,5567602555,41248491429
98,4,Vélez-Blanco,5654106126,41665682419,5906146438,41972387453
99,4,Vélez-Rubio,5705932465,41485172136,5964516683,41697978521
100,4,Vera,5960068721,41163943391,6068268528,41258857972
101,4,Viator,5504095714,40803418420,5564760156,40872479602
102,4,Vícar,5222882345,40655367071,5360087638,40805701294
103,4,Zurgena,5822992936,41274633687,5890131567,41435737860
1,11,Alcalá de los Gazules,2451310431,40222518132,2710855173,40496438242
2,11,Alcalá del Valle,3040118382,40844125067,3138724106,40929825167
3,11,Algar,2596257878,40564677925,2686208580,40640619877
4,11,Algeciras,2703510484,39924560644,2819557585,40067181981
5,11,Algodonales,2740951865,40794023898,2946708770,40915041353
6,11,Arcos de la Frontera,2367464214,40589571075,2747707579,40827534167
7,11,Barbate,2252212222,40018671310,2497379260,40156628765
8,11,Barrios,2562039257,39989512716,2835008492,40264088523
43,11,Benalup-Casas Viejas,2449091118,40202143702,2574978616,40293060400
9,11,Benaocaz,2729626487,40595338637,2868972455,40708811643
10,11,Bornos,2537751967,40763622298,2629428473,40878927615
11,11,Bosque,2727899883,40656964799,2788863340,40753306930
900,11,Cádiz,7405240955,40366999960,7488253375,40479892685
13,11,Castellar de la Frontera,2680613253,40134208517,2890511758,40286561414
15,11,Chiclana de la Frontera,7498209570,40244138123,7699433334,40407346155
16,11,Chipiona,7283898668,40637502831,7350767552,40719524794
14,11,Conil de la Frontera,7547156420,40149133769,7707374121,40270228643
17,11,Espera,2420557268,40792198064,2591841213,40907685988
18,11,Gastor,2876805699,40760222919,2950708010,40842280507
19,11,Grazalema,2767399100,40665533918,2957235826,40779353742
20,11,Jerez de la Frontera,2040425253,40443178006,2812207167,40851360413
21,11,Jimena de la Frontera,2676374042,40224869566,2929849815,40470276710
22,11,Línea de la Concepción,2868731631,40035782685,2925235921,40140910456
23,11,Medina-Sidonia,2239078098,40111670504,2658993935,40479481745
24,11,Olvera,2846406858,40827179652,3137126295,41018147573
25,11,Paterna de Rivera,2402722662,40430819675,2468679833,40477656610
26,11,Prado del Rey,2680066776,40683902962,2772343495,40801278639
27,11,Puerto de Santa María,7391794009,40458359414,7561413105,40676958736
28,11,Puerto Real,7454515346,40382105507,7709889012,40532208111
29,11,Puerto Serrano,2728285440,40860022156,2847593196,41038807261
30,11,Rota,7304730735,40551181460,7418813930,40690991104
31,11,San Fernando,7471310198,40310836753,7541215427,40437661530
44,11,San José del Valle,2432631286,40481375063,2732716016,40646112013
33,11,San Roque,2807100452,40051775329,2979292697,40243668476
32,11,Sanlúcar de Barrameda,7320981280,40652590789,7499170950,40883689653
34,11,Setenil de las Bodegas,2977326870,40776295683,3140308066,40895173476
35,11,Tarifa,2440195826,39877460534,2759601165,40172677502
36,11,Torre-Alháquime,2980048798,40844901465,3041449139,40904663264
37,11,Trebujena,7409540142,40795454442,7567290818,40890460014
38,11,Ubrique,2728957398,40548960187,2862042433,40647381987
39,11,Vejer de la Frontera,2232275853,40105801339,2505187443,40300725545
40,11,Villaluenga del Rosario,2845382167,40563572726,2937397231,40682072620
41,11,Villamartín,2558941375,40717602623,2754078288,40959230049
42,11,Zahara,2749019315,40749179520,2893035996,40827153908
1,14,Adamuz,3517953502,42046596563,3740093475,42340088418
2,14,Aguilar de la Frontera,3407878447,41322100477,3593406649,41564997104
3,14,Alcaracejos,3251121622,42272063871,3364183710,42554830335
4,14,Almedinilla,4014862993,41399393604,4116557599,41496244624
5,14,Almodóvar del Río,3147105117,41786769331,3314420292,42005154703
6,14,Añora,3308864862,42309638335,3425617862,42559670475
7,14,Baena,3740194904,41554290477,3976202842,41869767403
8,14,Belalcázar,2932666252,42625974747,3258849549,42848502451
9,14,Belmez,2982787372,42285361200,3208324074,42468616961
10,14,Benamejí,3578454918,41192594246,3681286377,41284841506
11,14,Blázquez,2796513871,42493540866,2928760609,42644381608
12,14,Bujalance,3707262344,41894415392,3896536383,42040755571
13,14,Cabra,3613617299,41410431325,3816926383,41593130760
14,14,Cañete de las Torres,3759836218,41804436963,3895424250,41998124271
15,14,Carcabuey,3802431324,41390261010,3903911742,41505832421
16,14,Cardeña,3634011033,42242289088,3958219099,42518436388
17,14,Carlota,3219563223,41630921833,3358113755,41778754669
18,14,Carpio,3659041614,41951725814,3735030088,42060873758
19,14,Castro del Río,3593306609,41565229322,3789036697,41832498908
20,14,Conquista,3656619457,42474312381,3736988522,42570080519
900,14,Córdoba,3239629548,41696366536,3815085893,42113358873
22,14,Doña Mencía,3772967273,41541676021,3812731892,41602988015
23,14,Dos Torres,3296054871,42506858133,3492038877,42720185735
24,14,Encinas Reales,3650544590,41222396664,3748115249,41305400180
25,14,Espejo,3583856285,41642739480,3671786843,41764029990
26,14,Espiel,2965086245,42049644906,3380832059,42400134664
27,14,Fernán Núñez,3437648817,41692803188,3510213701,41762421542
28,14,Fuente la Lancha,3196707939,42520282084,3229691552,42570140837
29,14,Fuente Obejuna,2734431754,42215001815,3022403383,42601296995
30,14,Fuente Palmera,3069425295,41626521611,3225034158,41850058318
31,14,Fuente-Tójar,3970048863,41501737428,4036323554,41568679222
32,14,Granjuela,2882675230,42439694427,3012034165,42523791841
33,14,Guadalcázar,3178073004,41753496496,3349859696,41863179390
34,14,Guijo,3400409110,42600312533,3548774340,42713831998
35,14,Hinojosa del Duque,2909499611,42430290699,3269108065,42730153509
36,14,Hornachuelos,2721818897,41744897719,3157750538,42272366795
37,14,Iznájar,3771843561,41161589864,3904327892,41338169360
38,14,Lucena,3507639387,41232787484,3748082565,41478368774
39,14,Luque,3830778179,41496059693,3979439471,41655415804
40,14,Montalbán de Córdoba,3425401782,41512639346,3481670471,41632944838
41,14,Montemayor,3477895445,41643648636,3598151598,41740755573
42,14,Montilla,3458049168,41526834514,3652536709,41671651120
43,14,Montoro,3643977802,41999723834,3985351987,42352594048
44,14,Monturque,3567376820,41441373048,3633217835,41539755409
45,14,Moriles,3527879948,41386038876,3592096354,41480147615
46,14,Nueva Carteya,3663807579,41573147885,3775999526,41711198403
47,14,Obejo,3341027472,42044081593,3553452813,42253807121
48,14,Palenciana,3564081240,41206603797,3614394968,41271176432
49,14,Palma del Río,2868772017,41619875768,3120710006,41804434627
50,14,Pedro Abad,3677626189,42009169970,3759970306,42065731770
51,14,Pedroche,3409338919,42444682395,3547200549,42616147418
52,14,Peñarroya-Pueblonuevo,2990056807,42361640765,3110305761,42485428814
53,14,Posadas,3072433046,41787400002,3188577246,41995912792
54,14,Pozoblanco,3306927683,42196182376,3518109400,42532980457
55,14,Priego de Córdoba,3826366226,41314485967,4066438026,41597277175
56,14,Puente Genil,3362408651,41326523111,3518471234,41502295470
57,14,Rambla,3248114027,41619077569,3508496683,41796008810
58,14,Rute,3735130807,41260690280,3870598699,41422651258
59,14,San Sebastián de los Ballesteros,3340964765,41684835509,3414820477,41734941830
61,14,Santa Eufemia,3250992861,42676512912,3489506547,42850561069
60,14,Santaella,3275774854,41433663325,3457863400,41698963222
62,14,Torrecampo,3430916007,42499190059,3692420295,42682306749
63,14,Valenzuela,3873815176,41776748316,3938514286,41838807188
64,14,Valsequillo,2861134690,42505362199,2997969103,42695257028
65,14,Victoria,3339877680,41689346255,3386071414,41780376644
66,14,Villa del Río,3830925063,42015017538,3895318042,42082167010
67,14,Villafranca de Córdoba,3592747105,41955922595,3675409505,42079321909
68,14,Villaharta,3310434520,42205507812,3356041619,42254627947
69,14,Villanueva de Córdoba,3474840528,42168678976,3717774123,42536577240
70,14,Villanueva del Duque,3107962277,42379035243,3280112226,42569008132
71,14,Villanueva del Rey,3002665712,42131314914,3168969771,42354295583
72,14,Villaralto,3239538018,42540768263,3301688652,42616448852
73,14,Villaviciosa de Córdoba,3034412923,41977138103,3428041427,42194982108
74,14,Viso,3095049999,42595291541,3421801683,42891652183
75,14,Zuheros,3780542082,41500937346,3859103604,41592368590
2,18,Agrón,4223509873,40939771345,4321867888,41000724965
3,18,Alamedilla,4726199060,41528710402,4865492665,41662171865
4,18,Albolote,4373685983,41185272510,4452998796,41398512054
5,18,Albondón,4784769376,40740541127,4849845722,40816156416
6,18,Albuñán,4864068774,41180081252,4895267724,41240570984
7,18,Albuñol,4784195994,40666724241,4885847187,40768033163
8,18,Albuñuelas,4314196326,40798521123,4461616143,40951138746
11,18,Aldeire,4891408014,41051693161,4976226162,41242741735
12,18,Alfacar,4472147655,41195381208,4553940333,41258534565
13,18,Algarinejo,3880009490,41229147255,4021309583,41349141658
14,18,Alhama de Granada,3944915631,40783252193,4308486394,41128526262
15,18,Alhendín,4312122983,40934921900,4448040356,41106565422
16,18,Alicún de Ortega,4808824309,41601889881,4900898152,41646249167
17,18,Almegíjar,4703545387,40812067635,4784493661,40878966528
18,18,Almuñécar,4294963053,40641102319,4434726301,40757005459
130,18,Alpujarra de la Sierra,4841594981,40893625390,4914864978,41058269118
19,18,Alquife,4881966290,41122541506,4916678120,41204269242
21,18,Arenas del Rey,4163077829,40815966829,4281489943,40982581863
22,18,Armilla,4438770317,41100800354,4463831201,41130784007
23,18,Atarfe,4337072732,41176684098,4422953516,41293109200
24,18,Baza,5053784647,41185197102,5369183056,41666984139
25,18,Beas de Granada,4548693265,41176206190,4620640460,41258061336
26,18,Beas de Guadix,4780855186,41232822424,4849312208,41278459633
28,18,Benalúa,4833448844,41326937601,4874961075,41366444526
29,18,Benalúa de las Villas,4379775973,41415709878,4449921757,41478839459
30,18,Benamaurel,5178784221,41570144047,5343983523,41745106153
31,18,Bérchules,4789774993,40892908273,4859595339,41055800215
33,18,Bubión,4640000058,40884535608,4706643456,40997104580
34,18,Busquístar,4728818082,40865808464,4779375055,40943059980
35,18,Cacín,4142526445,40976372391,4227135553,41128487763
36,18,Cádiar,4817208791,40815502568,4904679169,40919882092
37,18,Cájar,4484391858,41082429536,4506715416,41110266867
116,18,Calahorra,4915670392,41125492016,5020563477,41257969414
38,18,Calicasas,4427018403,41243387945,4465128394,41288401407
39,18,Campotéjar,4435949082,41465034883,4502739031,41566687194
40,18,Caniles,5206785679,41312161918,5381092866,41500481486
41,18,Cáñar,4593238074,40858686481,4647630143,40969805754
43,18,Capileira,4651941108,40900830263,4734737613,41015837829
44,18,Carataunas,4631253576,40848664195,4673287715,40878349473
45,18,Cástaras,4755302363,40805344901,4818831359,40919863510
46,18,Castilléjar,5208783313,41688857748,5342600946,41856138895
47,18,Castril,5105368068,41737526703,5279905753,42033878922
48,18,Cenes de la Vega,4502976211,41107444179,4539915790,41142477856
60,18,Chauchina,4280624655,41105727900,4333326926,41187067101
62,18,Chimeneas,4166814317,41030220119,4337013198,41131936096
64,18,Churriana de la Vega,4414279717,41094821148,4447056227,41134891279
49,18,Cijuela,4236077313,41111918445,4290512737,41184802705
50,18,Cogollos de Guadix,4813102367,41169478391,4870054451,41248536527
51,18,Cogollos Vega,4433285567,41246860350,4570671161,41315273457
52,18,Colomera,4307797386,41288889121,4436340413,41455322365
54,18,Cortes de Baza,5083186791,41635168432,5242747869,41797019797
55,18,Cortes y Graena,4764345124,41220807658,4822217454,41318430934
199,18,Cuevas del Campo,5014709220,41572835322,5147616051,41700295113
57,18,Cúllar,5295316109,41441994328,5571515827,41697991637
58,18,Cúllar Vega,4373829551,41117103181,4416923233,41138443638
65,18,Darro,4689480556,41309242322,4794706060,41394251734
66,18,Dehesas de Guadix,4768659131,41572798060,5034110708,41666976869
68,18,Deifontes,4434061843,41293332547,4519270755,41388593336
69,18,Diezma,4650039459,41265150208,4750097933,41356194543
70,18,Dílar,4423174648,40995018113,4676342957,41051558548
71,18,Dólar,4982380521,41056206534,5151157035,41293850162
72,18,Dúdar,4547971919,41139021732,4583440412,41181366170
73,18,Dúrcal,4464255283,40912570953,4642416066,41013891406
74,18,Escúzar,4264026124,40970035507,4355437879,41055394296
76,18,Ferreira,4952601875,41061058062,5022034089,41252110380
78,18,Fonelas,4792926733,41351639301,4909247724,41494811701
80,18,Freila,4988409431,41449832978,5119870100,41595591311
81,18,Fuente Vaqueros,4260651543,41175757849,4359358033,41223556210
83,18,Gabias,4328156545,41070787586,4434927879,41130695081
84,18,Galera,5325488974,41677945526,5444477906,41813090403
85,18,Gobernador,4697650457,41452836437,4783292202,41513885258
86,18,Gójar,4447833738,41036362050,4516739492,41081957972
87,18,Gor,4957997163,41285908670,5150006228,41448924841
88,18,Gorafe,4909115414,41443096353,5020523273,41605227385
900,18,Granada,4379438821,41102829315,4560967223,41202723663
90,18,Guadahortuna,4580730416,41460851860,4739445588,41604450761
91,18,Guadix,4769123423,41215466583,5057034504,41574061653
92,18,Guajares,4392878830,40730589402,4526828453,40839817136
95,18,Gualchos,4625921115,40620381042,4688235680,40701201413
96,18,Güéjar Sierra,4563849967,41010183433,4779575804,41207428125
97,18,Güevéjar,4445658466,41214110391,4486559911,41260766616
98,18,Huélago,4715389909,41382522650,4807280830,41447437914
99,18,Huéneja,4991133625,41054909106,5119889951,41244270185
100,18,Huéscar,5239347732,41795330648,5489394047,42154472947
101,18,Huétor Santillán,4527317342,41183475342,4666305286,41345759614
102,18,Huétor Tájar,3998559867,41136414587,4130062705,41222000551
103,18,Huétor Vega,4479886973,41105742732,4512369730,41128135798
104,18,Illora,4116636919,41172112169,4284183556,41385666008
106,18,Itrabo,4402731751,40672897100,4452851134,40761419182
107,18,Iznalloz,4405669381,41296996583,4697733215,41554501162
109,18,Jayena,4242706377,40805996604,4339754109,40948760082
110,18,Jerez del Marquesado,4772002358,41051877406,4902834360,41211895323
111,18,Jete,4384822958,40699826086,4430243447,40760875676
113,18,Jun,4466222118,41183180204,4494482209,41205211874
114,18,Juviles,4778678510,40881787503,4817655495,40945549082
117,18,Láchar,4232121994,41135185100,4270428508,41185863508
118,18,Lanjarón,4533415787,40810739140,4655469965,41000469602
119,18,Lanteira,4840483916,41052624548,4917476437,41220320694
63,18,Lecrín,4472214658,40844533239,4582112076,40932393732
121,18,Lentegí,4355259684,40745444666,4419339888,40810008982
122,18,Lobras,4792630747,40813532230,4833826586,40898060076
123,18,Loja,3820313898,40968185900,4092303138,41283681108
124,18,Lugros,4733897729,41108176144,4825451740,41236245256
125,18,Lújar,4618521279,40651794683,4699403831,40754374610
127,18,Malahá,4307179951,41035675220,4390784524,41091304643
128,18,Maracena,4414288630,41173242492,4447844292,41199745011
129,18,Marchal,4795972724,41259229998,4847501177,41302527824
133,18,Moclín,4234872740,41276150893,4376974539,41439778375
134,18,Molvízar,4428431424,40688980267,4496316081,40752556252
135,18,Monachil,4493794347,41013401803,4676350762,41115688230
137,18,Montefrío,3970203063,41222791591,4187791769,41407790354
138,18,Montejícar,4486027493,41516377064,4617315236,41637067412
139,18,Montillana,4283404215,41427578908,4437769667,41530730790
140,18,Moraleda de Zafayona,4097454724,41112132228,4209425943,41199262534
141,18,Morelábor,4691616731,41373604366,4768391899,41475087414
142,18,Motril,4494437977,40612007258,4635532154,40723126856
144,18,Murtas,4829917734,40718316182,4948291995,40874880327
120,18,Nevada,4911431626,40916141889,5022457902,41076656979
146,18,Nigüelas,4490735895,40905382079,4610000072,40971962149
147,18,Nívar,4475685255,41221500637,4553405486,41264675312
148,18,Ogíjares,4437375956,41071734540,4468081020,41107319958
149,18,Orce,5418779162,41641635495,5639548680,41871405213
150,18,Orgiva,4563906475,40735882819,4724616652,40878402419
151,18,Otívar,4272446035,40728013947,4410524829,40824248731
152,18,Otura,4378383925,40990855617,4459091607,41073458777
153,18,Padul,4322624996,40916473152,4497538526,41015099301
154,18,Pampaneira,4639872310,40854460689,4689880384,40969595011
155,18,Pedro Martínez,4714955851,41437323640,4884478263,41603795302
156,18,Peligros,4426137969,41194365065,4458818792,41245810465
157,18,Peza,4665823889,41183262478,4781220363,41346954405
105,18,Pinar,4469238919,40804223795,4569796404,40885518946
160,18,Pinos Genil,4529750592,41104407386,4579505291,41154855807
161,18,Pinos Puente,4177763449,41126608280,4376473112,41297165145
162,18,Píñar,4552934736,41361971473,4707566030,41498668086
164,18,Polícar,4777739042,41203258054,4804171899,41243888993
165,18,Polopos,4710510133,40660592147,4757890281,40754233788
166,18,Pórtugos,4709349009,40857140262,4751503804,40964744971
167,18,Puebla de Don Fadrique,5363459889,41826445853,5699101884,42126442107
168,18,Pulianas,4446400923,41185552008,4477283320,41222881884
170,18,Purullena,4778863719,41294622040,4850893731,41378002659
171,18,Quéntar,4573246451,41143249748,4699829460,41268782024
173,18,Rubite,4667806573,40660455207,4729202631,40754227721
174,18,Salar,4017537179,41055342146,4143773381,41159590527
176,18,Salobreña,4431362996,40640857473,4520808998,40743424225
177,18,Santa Cruz del Comercio,4105839839,40999795442,4163366085,41050807439
178,18,Santa Fe,4310248187,41103070711,4382009148,41199395475
179,18,Soportújar,4633120846,40866870132,4662490835,40969624151
180,18,Sorvilán,4733092523,40672076131,4795081115,40762761513
163,18,Taha,4666449827,40824352928,4737838962,40928287509
181,18,Torre-Cardela,4647307899,41479820524,4717300972,41527809758
182,18,Torvizcón,4690647959,40741586648,4795928882,40832972545
183,18,Trevélez,4723035342,40925341694,4821671719,41079719044
185,18,Turón,4874994796,40715053326,4975825716,40833035115
186,18,Ugíjar,4862710476,40846360180,5016011718,40944430309
132,18,Valle,4433437625,40824950313,4503762022,40914991796
59,18,Valle del Zalabí,4882557713,41201616793,5119221565,41312894014
187,18,Válor,4886231730,40905186457,4952470228,41063187526
20,18,Vegas del Genil,4347791838,41118860560,4425639866,41162306389
188,18,Vélez de Benaudalla,4515273701,40705302233,4629122012,40812544526
189,18,Ventas de Huelma,4214337420,40987499756,4309641161,41074466195
53,18,Villamena,4431328003,40896151442,4491785557,40953019646
191,18,Villanueva de las Torres,4849000650,41466172735,4967724663,41594305583
192,18,Villanueva Mesía,4083640366,41186288975,4126738094,41232445566
193,18,Víznar,4490221043,41183163314,4552630095,41244212402
196,18,Zafarraya,3911430765,40902407221,4039331948,40996983659
200,18,Zagra,3937657533,41211192226,3977363475,41262202209
197,18,Zubia,4458897318,41036538511,4527947275,41108404716
198,18,Zújar,5084076539,41498984529,5182436297,41714336140
1,21,Alájar,7023059896,41869671982,7100622599,41961390957
2,21,Aljaraque,6704487965,41249386687,6799090876,41312381442
3,21,Almendro,6323421077,41516558059,6621194773,41654592434
4,21,Almonaster la Real,6839976465,41719967943,7080025180,41988827119
5,21,Almonte,7004955896,40744164437,7382665488,41350845304
6,21,Alosno,6560868814,41488061903,6795955187,41685834997
7,21,Aracena,7043195397,41808479652,7249461795,42077203807
8,21,Aroche,6641065792,41884251386,6926780940,42185242071
9,21,Arroyomolinos de León,7211033118,42027313592,7322999748,42159586294
10,21,Ayamonte,6377938245,41151615408,6508521624,41394143724
11,21,Beas,6835336800,41368446116,7011074303,41594347073
12,21,Berrocal,7120950780,41535829032,7275473323,41680112040
13,21,Bollullos Par del Condado,7133838580,41296860000,7242074601,41382121140
14,21,Bonares,7000377107,41189868148,7096948534,41361648223
15,21,Cabezas Rubias,6608126939,41713887789,6726575375,41897823349
16,21,Cala,7274546235,42000632437,7433146996,42114531134
17,21,Calañas,6757387433,41495717281,6938559087,41775542734
18,21,Campillo,6942944280,41662616173,7181619747,41813543854
19,21,Campofrío,7074194601,41794916925,7178172095,41871440286
20,21,Cañaveral de León,7132813145,42041243001,7246288196,42122768782
21,21,Cartaya,6503747426,41194461638,6728988214,41423694632
22,21,Castaño del Robledo,7007017918,41930776547,7072428076,41984638906
23,21,Cerro de Andévalo,6624526510,41622264813,6896639564,41879635214
30,21,Chucena,7266598819,41336374574,7352983926,41412946967
24,21,Corteconcepción,7163941029,41959697524,7251961780,42063519953
25,21,Cortegana,6699384107,41817417244,6989083149,42045137843
26,21,Cortelazor,7047292027,41985287901,7128879460,42082468253
27,21,Cumbres de Enmedio,7004704076,42140413065,7041861061,42196921196
28,21,Cumbres de San Bartolomé,6853349760,42075927345,7014370973,42223816730
29,21,Cumbres Mayores,6966635683,42043537143,7126806970,42196942690
31,21,Encinasola,6761390168,42105048084,6938557073,42313955400
32,21,Escacena del Campo,7242886593,41397984907,7386890429,41674205273
33,21,Fuenteheridos,7035186984,41962904498,7077578185,42002727893
34,21,Galaroza,6998537605,41973277876,7072626238,42036776683
35,21,Gibraleón,6678070172,41225058288,6904399804,41566719795
36,21,Granada de Río Tinto,7151764801,41780564535,7230287022,41880435571
37,21,Granado,6305186458,41427137085,6489060852,41607881638
38,21,Higuera de la Sierra,7220921863,41880267771,7288166395,41935495119
39,21,Hinojales,7088534358,42055584037,7197835772,42119371278
40,21,Hinojos,7226121435,40906377244,7376653588,41396754655
901,21,Huelva,6767404874,41092797137,6934629264,41380786656
42,21,Isla Cristina,6470514134,41176612764,6573614101,41259326801
43,21,Jabugo,6934076522,41955231257,7019671828,42013983450
44,21,Lepe,6498358225,41190481905,6722678691,41398278836
45,21,Linares de la Sierra,7075440500,41878461251,7133364924,41969814399
46,21,Lucena del Puerto,6968587092,41076153833,7054684511,41340815615
47,21,Manzanilla,7207823538,41375872829,7310459412,41495129762
48,21,Marines,7069269701,41959549581,7122549569,42000879713
49,21,Minas de Riotinto,7095368816,41697659295,7174945865,41788117242
50,21,Moguer,6864825580,41073773261,7016893935,41321417921
51,21,Nava,6913901717,42000912485,7026452991,42100029169
52,21,Nerva,7125782492,41700048844,7230244095,41805581903
53,21,Niebla,6960175284,41309750815,7156976517,41567097097
54,21,Palma del Condado,7119768252,41372620029,7212109877,41490558535
55,21,Palos de la Frontera,6827721589,41071812570,7016920481,41250622125
56,21,Paterna del Campo,7131398915,41421546062,7338324421,41577165630
57,21,Paymogo,6373687552,41716327393,6587820477,41901358915
58,21,Puebla de Guzmán,6320863471,41562685057,6660286862,41746721810
59,21,Puerto Moral,7201735263,41941111553,7255896655,42012779607
79,21,Punta Umbría,6703321742,41153781736,6825748573,41255779191
60,21,Rociana del Condado,7063002839,41235594895,7166506588,41366034474
61,21,Rosal de la Frontera,6504711573,41882136388,6679724277,42126095144
62,21,San Bartolomé de la Torre,6640647001,41401463316,6730639412,41498853345
