"URL",,,,
"http://twitter.com/rotourvalgg/statuses/27438331511971840","rotourvalgg "," Valencia, Venezuela ",63,
"http://twitter.com/Venetours_com/statuses/27215640779558912","Venetours_com "," ÜT: 10.501182,","66.909159 ",1427
"http://twitter.com/VENTURA2B/statuses/27463604085194752","VENTURA2B "," INTERNET ",22,
"http://twitter.com/AICHATOURS/statuses/27805926228496384","AICHATOURS "," Maracaibo, C.C Galerias Mall ",41,
"http://twitter.com/MariaSevillaC/statuses/27643954811899904","MariaSevillaC ","  ",16,
"http://twitter.com/_Economia/statuses/28074590144040960","_Economia "," España ",2523,
"http://twitter.com/_Noticias/statuses/28074586012651520","_Noticias "," España ",2609,
"http://twitter.com/AnunciosVzla/statuses/27951183607898113","AnunciosVzla ","  ",1443,
"http://twitter.com/CruceroAdicto/statuses/28215053970833408","CruceroAdicto "," España ",48,
"http://twitter.com/economiaespana/statuses/28072840204918784","economiaespana "," España ",644,
"http://twitter.com/imperialtravel1/statuses/28138903072411648","imperialtravel1 "," Medellin Colombia ",51,
"http://twitter.com/imperialtravel1/statuses/28179056453230594","imperialtravel1 "," Medellin Colombia ",51,
"http://twitter.com/lovetoweb/statuses/27951389426585600","lovetoweb "," Teh internets ",517,
"http://twitter.com/minianuncios/statuses/27952536791027712","minianuncios "," Twitter land ",1648,
"http://twitter.com/navegaencrucero/statuses/28194324395069441","navegaencrucero "," Barcelona ",131,
"http://twitter.com/navegaencrucero/statuses/28194324395069441","navegaencrucero "," Barcelona ",131,
"http://twitter.com/publicacionVzla/statuses/27951352797724672","publicacionVzla "," Venezuela ",7524,
"http://twitter.com/revistacruceros/statuses/28165224435556352","revistacruceros "," Madrid ",176,
"http://twitter.com/sobrecruceros/statuses/28103520565592064","sobrecruceros ","  ",40,
"http://twitter.com/VentaValencia/statuses/27953772613345280","VentaValencia "," Valencia Venezuela ",2347,
"http://twitter.com/abthakker/statuses/28403450614128640","abthakker ","  ",211,
"http://twitter.com/AP2Mil/statuses/28297912702214144","AP2Mil "," Valencia Venezuela ",25,
"http://twitter.com/bodaestilo/statuses/28402661464219648","bodaestilo "," España ",317,
"http://twitter.com/bolsalianet/statuses/28520447251320832","bolsalianet "," España ",86,
"http://twitter.com/bolsaquest/statuses/28521404609593344","bolsaquest "," Madrid, España ",56,
"http://twitter.com/carlosrenedorss/statuses/28525659642929152","carlosrenedorss "," Salamanca, Spain ",383,
"http://twitter.com/Cinco_Dias_com/status/28518529573593088","Cinco_Dias_com "," Madrid ",5231,
"http://twitter.com/Cinco_Dias_com/statuses/28518529573593088","Cinco_Dias_com "," Madrid ",5231,
"http://twitter.com/dirigentes/statuses/28514217573220352","dirigentes "," España ",444,
"http://twitter.com/economiaaldia/statuses/28515215742074881","economiaaldia ","  ",1393,
"http://twitter.com/economiaaldia/statuses/28518528839589888","economiaaldia ","  ",1393,
"http://twitter.com/elmundo_feed/statuses/28525659550650369","elmundo_feed "," Madrid, España ",501,
"http://twitter.com/elmundoeconomia/statuses/28525662616686592","elmundoeconomia ","  ",249,
"http://twitter.com/elmundoes_econo/statuses/28513185115930624","elmundoes_econo ","  ",574,
"http://twitter.com/esEconomia/statuses/28518530353725440","esEconomia "," España ",418,
"http://twitter.com/esibex/statuses/28529351406395392","esibex "," madrid ",136,
"http://twitter.com/EspanolNoticias/statuses/28521404781559808","EspanolNoticias "," España, América Latina ",305,
"http://twitter.com/GustavoSBR/statuses/28515366229516289","GustavoSBR "," Madrid ",408,
"http://twitter.com/isisblanco/statuses/28583595849289729","isisblanco ","  ",11,
"http://twitter.com/iviajero/statuses/28523196722446337","iviajero "," Valencia, Spain ",708,
"http://twitter.com/LourdesLobo/statuses/28514866008428544","LourdesLobo "," El mundo ",2,
"http://twitter.com/LuRomero1/statuses/28490950745530369","LuRomero1 "," En algun lugar de Andalucía. ",14,
"http://twitter.com/Malefica/statuses/28577356465573888","Malefica "," Venezuela ",649,
"http://twitter.com/mauriciocata/statuses/28491443798548481","mauriciocata "," Madrid ",58,
"http://twitter.com/Patrice_Renault/statuses/28525659810697217","Patrice_Renault "," pantin ",261,
"http://twitter.com/preferente/statuses/28470657318653953","preferente "," Palma ",220,
"http://twitter.com/primeracl/statuses/28577066664333313","primeracl "," Caracas, Venezuela ",431,
"http://twitter.com/QualityBlogs/statuses/28471554341863424","QualityBlogs ","  ",118,
"http://twitter.com/RonelBatista/statuses/28580590160707584","RonelBatista "," ÜT: 10.198446,","68.001541 ",97
"http://twitter.com/rssmedios/statuses/28521405863694336","rssmedios ","  ",866,
"http://twitter.com/taraguiviajes/statuses/28513675732066304","taraguiviajes "," Guadalajara, Jal. Mexico ",118,
"http://twitter.com/VENTURA2B/statuses/28519717375311872","VENTURA2B "," INTERNET ",22,
"http://twitter.com/Victor_Olivier/statuses/28531654632939520","Victor_Olivier "," Caracas, Venezuela  ",424,
"http://twitter.com/carlosfriasm/statuses/28769257525346304","carlosfriasm "," Madrid ",53,
"http://twitter.com/Cexy18/status/28896306885820416","Cexy18 "," En tus anhelos... ",437,
"http://twitter.com/lourdesmoyon/statuses/28732246684868608","lourdesmoyon ","  ",27,
"http://twitter.com/Mcallan/statuses/28978259676897280","Mcallan "," Zaragoza ",2153,
"http://twitter.com/nanoteca/statuses/28877266670854144","nanoteca ","  ",26,
"http://twitter.com/RENTAESCAPE/statuses/28867750407438336","RENTAESCAPE "," INTERNET ",193,
"http://twitter.com/gaborradics/statuses/29255331712344064","gaborradics "," ÜT: 10.24441,","67.961821 ",94
"http://twitter.com/navegaencrucero/status/29157023631278080","navegaencrucero "," Barcelona ",131,
"http://twitter.com/navegaencrucero/statuses/29157023631278080","navegaencrucero "," Barcelona ",131,
"http://twitter.com/primeracl/statuses/29293601091493888","primeracl "," Caracas, Venezuela ",431,
"http://twitter.com/Mcallan/status/28978259676897280","Mcallan "," Zaragoza ",2153,
"http://twitter.com/revistacruceros/statuses/29525098528505856","revistacruceros "," Madrid ",176,
"http://twitter.com/revistacruceros/statuses/29630126656327680","revistacruceros "," Madrid ",176,
"http://twitter.com/somosviajes/statuses/29711839575154688","somosviajes "," Caracas Venezuela ",40,
