id_evento,nombre,fecha,artistas,horario,club_id,club_nombre,club_imagen,direccion,poblacion,provincia,pais,estilo
173000,Nitsa: Kompakt,2011-02-18,"DJ KOZE + SCHARRENBROICH + DJ FRA + JUAN B
Vj: Videot",00:30h,89,Apolo,SalaApolo_BCN_140.jpg,Nou de la Rambla 113,Barcelona,Barcelona,España,Techno
173008,La [2] de Nitsa,2011-02-18,LOS GINKAS (Spicnic/ Pamplona) + F.A.N.T.A. (Bcn) + DJ COCO + MIGUELINK,00:30h,705,La [2] de Apolo,SalaApolo2_BCN_140.jpg,Nou de la Rambla 113,Barcelona,Barcelona,España,Indie
173031,Playground Weekender 2011 - Día 2,2011-02-18,"</b> Artistas confirmados para todo el festival: 

Doves + Lamb + Tricky + Kool & the Gang + De La Soul + Kate Nash + The Beautiful Girls + Caribou + Architecture in Helsinki + You Am I + Roy Ayers + Midnight Juggernauts + Mayer Hawthorne & The County + Derrick Carter + Four Tet + Black Mountain + The Like + I Am Kloot + Tunng + Andy Fletcher (Depeche Mode) DJ Set + Hungry Kids of Hungary + Norman Jay MBE + Toro Y Moi + Damian Lazarus + Dixon + Belleruche + Tom Middleton + Ame + LTJ Bukem + Ewan Pearson + Mad Professor + Mock & Toof (DFA) + Fort Knox Five (DJ Set) + Heidi + Trusme + Canyons + Djanimals + Mark De Clive Lowe + Lorn + King Tide + Roska + Parades + Black Angus & Dangerous Dan (You Only Live Once) + Grace Woodroofe + Strange Talk + Rat Vs Possum + King Cannons + James Curd (Greenskeepers) + Giselle + Electric Empire + Rephrase + Meem + Fait Accompli + Andy Bull + Slow Down Honey + Betty Airs + Magnetic Heads + Medicated Youth + The Cracks + Matt Van Schie + Inland Sea + King Kssr + Slow Down Honey + Fait Accompli + Dark Bells + Daniel Lee Kendall + Jack Carty + Lanie Lane + GRAZ + Andrew Morris + Jez Mead + Mojo Juju + Mylee Grace + The Money Smokers + Kristina Miltiadou + Cats Are Black + Gay Bash DJs + The Flinders Hotel DJs + Teenage Kicks DJs + Bad Wives + Urby + Dusty Duets",12:00-01:00h,1125,No Club,nologo.jpg,Sin confirmar,Sin confirmar,Extranjero,Australia,sin especificar
173270,Voodoo Night,2011-02-18,Alexander Kowalski (live) (Alemania) + Nole + Txemi + Amatek + Aritz The Bunker,00:00h,2086,Movie Music Club,MovieMusicClub_Pamplona_140.jpg,C/ Iruregaña s/n,Berrioplano. Pamplona,Navarra,España,Techno
173280,Citizen Records Showcase,2011-02-18,"Sala 1: Vitalic (live) + Dj Soak + South Central + John Lord Fonda + Produkkt
Sala 2: Danny Fiddo + Jorge Cardona + Dj Papu

",23:00-08:00h,2285,Qoqoa,qoqoa_140x140.jpg,.,Les Palmeres / Sueca,Valencia,España,Techno
173283,Dinamyk,2011-02-18,"Cristian Varela + Jose Castillero vs Lukkah (live) + Alvaro Sanchez
",01:00-07:00h,375,Metrópolis,Metropolis_Cordoba_140.jpg,Avenida Profesor Arnold J Toynbee s/n. Pol. Ind. Chinales,Córdoba,Córdoba,España,Techno
173298,Pop & Dance Club,2011-02-18,"AMABLE (Barcelona) + ROB COOKE







",00:00-06:00h,467,Yasta,Yasta_Logo.jpg,Valverde 10,Madrid,Madrid,España,Indie
173307,Dust,2011-02-18,"ALEX DELIA (Italie, Frequenza) + NIHIL YOUNG (Italie, Frequenza) + NATALINO NUNES (Jaysprod, Frequenza, Code2recordings) + KRISTOFO (Jaysprod, Bunny Party, Automatik)
",00:00h,749,Nouveau Casino,Nouveau_Casino_Paris.jpg,109 Rue Oberkampf,Paris,Extranjero,Francia,Techno
173327,MAD AGAIN!,2011-02-18,"up: rappelkiste: AUSSTELLUNG & SPIELWIESE ZUM THEMA STREET ART & TANZ
down: bass bett: ZEBSTA & MURDOCK (Welcome to Bmore) + SENCHA (Distillery, nuskoolbreaks, Black Belt Boogie) + PABLO GUNZALES (Mad Again!, Leipzig)
special
22:00 UHR: VIDEOS & FOTOS Thema: urbaner Tanz, Street Art und Kreativität 
22:30 UHR: PRäSENTATION: Graffiti/Picaxao-HipHop/Baile Funk
",20:00h,1025,Distillery,Distillery_Leipzig.jpg,Kurt-Eisner Strasse 108a,Leipzig,Extranjero,Alemania,Techno
173336,Out Of Minds Event Presents:,2011-02-18,Nicky Blackmarket + B-Complex + Phantom Warrior + Nursa + Upzet + Maria-Siren + Soultrain,23:00h,832,Maria,Maria_Berlin.jpg,Stralauer Platz 33-34,Berlín,Extranjero,Alemania,Drum & Bass
173353,Lady D's D'Lectable Birthday featuring special guests SUPERJANE,2011-02-18,"DJ LADY D + COLETTE + DJ HEATHER + DAYHOTA 
",22:00h,805,Smartbar,Smartbar_Chicago.jpg,3730 N. Clark St.,Chicago,Extranjero,USA,House
173377,Wobble,2011-02-18,Arana & Friends,22:00-04:00h,842,Cielo,Cielo_NYC.jpg,18 Little West 12th Street,Nueva York,Extranjero,USA,House
173384,I LOVE SOCA FRENZY VALENTINES FETE CELEBRATING DJ MATCHIZ BIRTHDAY,2011-02-18,Dj Shaker hd + DJ Tyrone + DJ Tate + Dj Ratty + Foyer bar + Dj Scooby + Millitant Sound (Cold Chizzle & Mr Migz),23:00h,1696,Scala,Scala_London_140.jpg,275 Pentonville Road,Londres,Extranjero,UK,Rare Groove
173393,Prspct vs Subsistenz,2011-02-18,Machine Code aka Current Value & Dean Rodell (Live) + The Sect + Cooh + Thrasher + Balkansky + Mathizm + MC Dart,23:00-10:00h,1841,Catwalk,catwalk_Rotterdam_140.jpg,Weena Zuid 33,Rotterdam,Extranjero,Holanda,Techno
173417,Soundworks Homemade Party #5,2011-02-18,"</b> Djs por anunciar
Redrum: Gus Light Year",01:00-06:00h,405,BeCool,be_cool_140.jpg,"Plaça Joan Llongueras, 5",Barcelona,Barcelona,España,House
173431,Óscar Mulero - Grey Fades to Green Tour,2011-02-18,"Óscar Mulero + Komatsu + Chema Nox vs Javier Blend

",23:00-06:00h,1125,No Club,nologo.jpg,Sin confirmar,Sin confirmar,Burgos,España,Techno
173442,The Big Reunion: party Time,2011-02-18,Jeffrey Savelbergh + Wilfred Bakker,23:00-04:00h,918,Patronaat,Patronaat_Holanda_140.jpg,Zijlsingel 2,Harlem,Extranjero,Holanda,House
173459,OSTGUTTON NACHT,2011-02-18,"Ben Klock (Ostgutton, Berlin) + STEFFI (Ostgutton, Berlin) + SISSI (Harry Klein, München) + Kaundown (ConsoleBändMember, Rumpeln, Harry Klein, München) 

",23:00h,728,Harry Klein,Harry_Klein.jpg,Friedenstrasse 10,Munich,Extranjero,Alemania,Techno
173467,RANDOM,2011-02-18,"TERRY LEE BROWN JUNIOR (PLASTIC CITY, DE)

",23:00-06:00h,1049,Culture Box,CultureBox_Copenhague_140.jpg,Kronprinsesse Gade 54,Copenhague,Extranjero,Dinamarca,Techno
173472,Crackhouse At klinch,2011-02-18,"Guillaume & The Coutu Dumonts (Live, Circus Company, Montreal/Berlijn) + Art Department (Crosstown Rebels, Toronto) + Aron Friedman + Brent Roozendaal & Carlos Valdes
",23:00h,983,Melkweg,Melkweg_Amsterdam_140.jpg,Lijnbaansgracht  234a,Amsterdam,Extranjero,Holanda,Techno
173491,TROUBLE HOUSE,2011-02-18,"EMMA 
",23:00h,750,Womb,Womb_Tokyo.jpg,"2-16 Maruyama-Cho, Shibuyaku",Tokyo,Extranjero,Japón,Techno
173511,Tribal Sessions,2011-02-18,James Zabiela + Jay Shepheard (Live) + Jozef K,22:00h,717,Sankeys,Sankeys_UK_140.jpg,Radium Street,Manchester,Extranjero,UK,Techno
173536,"",2011-02-18,ZOO BRAZIL,21:00h,1154,Ruby Skye,Ruby_Skye_SF.jpg,420 Mason Street,San Francisco,Extranjero,USA,House
173550,KNE´DEEP LABELNIGHT,2011-02-18,"GLOBUS: Dejan Milicevic (Kne´Deep, Belgrad) + Mathew Hoag (Kne´Deep, Ibiza) + Gaetano Parisio (Conform, Kne´Deep, Neapel)
TRESOR: DJ Rush (Kne´Deep, Berlin) + Frank Kvitta (Kne´Deep, Langen) + Huma-Noyd (Live, Kne´Deep, Santarém)
",00:00h,720,Tresor,tresor.jpg,Köpenicker Str. 59-73,Berlín,Extranjero,Alemania,Techno
173593,The Soulfood Session,2011-02-18,Jadd & Kwenya Carreira,23:30-06:00h,271,Marula Café,Marula_Cafe.jpg,"Calle de Caños Viejos, 3",Madrid,Madrid,España,Rare Groove
173633,"",2011-02-18,"Concierto: SOÛLE BAND (7 , 22h)
Dj Set: FERNANDO GULLÓN (Gratis, 00h)

",22:00-03:30h,141,Café La Palma,Cafe_LaPalma_Madrid.jpg,La Palma 62,Madrid,Madrid,España,sin especificar
173662,"",2011-02-18,"Omar León + Feel
Villarosa: Purpur",00:00-05:00h,88,Moog,Moog.jpg,"Carrer de l'Arc del Teatre, 3",Barcelona,Barcelona,España,Techno
173672,"",2011-02-18,"Main Floor: MORE KAROTTE... KAROTTE BDAY: Karotte + Pan Pot (live)
Lounge: KAROTTE BDAY LOUNGE: Smudo + C-Rock",22:00-06:00h,711,Cocoon Club,Cocoon_Club_Frankfurt.jpg,Carl-Benz-Strasse 21,Frankfurt,Extranjero,Alemania,Techno
173691,"",2011-02-18,ISIS,23:00h,135,El Tornillo,El_Tornillo_Valencia.jpg,Campoamor 42,Valencia,Valencia,España,Indie
173705,Balans,2011-02-18,JAMES RUSKIN (UK) + PETER VAN HOESEN (BE) + DARKO ESSER,23:00h,1621,Studio 80,Studio80_Amsterdam_140.jpg,Rembrandtplein 17,Amsterdam,Extranjero,Holanda,Techno
173712,Flawless,2011-02-18,CHARLIE HEDGES (KISS 100) + EDELE ANDAYA (HED KANDI) + Laura Essence,22:00-05:00h,852,Pacha London,Pacha_London_140.jpg,Terminus Place,Londres,Extranjero,UK,House
173721,SUOL Nacht & Tanzklinik,2011-02-18,"Fritz Kalkbrenner (Live, SUOL, Berlin) + Robin Mood (Live) + Murat Ombombe (Live) + Chopstick & Trickski (SUOL, Berlin) + Eveline Fink aka Shahira (Berlin) + Chris de Rebel + Piratenkind + Herr Müller
",23:00h,1112,Hive Club,HiveClub_Zurich_140.jpg,Geroldstrasse 5,Zurich,Extranjero,Suiza,Techno
173726,"",2011-02-18,"Oscar De Rivera + Dj Santos

",00:00-06:00h,1,No Disponible,"","","",Toledo,España,House
173730,The Gallery,2011-02-18,"Box: John 00 Fleming + Lisa Lashes + tyDi + Claudia Cazacu (Haute Couture Album Launch)
103: Tall Paul + Graeme Lloyd + Hilton Caswell + Adam Martin & Lempo + Ricky Bruni
Loft: Our House, In House: Craig Turner + Gary C + Aaron Ward & Adam Bennett + DJ Griff + Andreas Anderson
Baby Box: Twisted Plastic: Facto + Axis UK + Nick Pietrzak + Gareth Wright + Steve Holland + The Disco Project + Jaycee


",22:30-06:00h,714,Ministry Of Sound,Ministry_of_Sound.jpg,103 Gaunt St,Londres,Extranjero,UK,House
173752,FINAL FANTASY: DYE'S NEW EP RELEASE PARTY,2011-02-18,"DyE (Live) + EGYPTIAN LOVER (Live) + JOAKIM Dj set + CFCF Dj set + TIGERSUSHI BASS SYSTEM 
",23:00-06:00h,1041,Social Club,SocialClub_Paris_140.jpg,8 Boulevard De La Madeleine,Paris,Extranjero,Francia,Electro
173766,Turbulence,2011-02-18,Dj Hype + N-Type + Break + Delta Heavy + Mc Ic3,20:00h,2143,Digital,Digital_Newcastle_140.jpg,Times Square,Newcastle,Extranjero,UK,Drum & Bass
173772,ELECTRO BEATS,2011-02-18,"Main Floor: TRENTEMOLLER (Pokerflat, DK) + MASAYA
",23:00h,1391,D! Club,nologo.jpg,Place Centrale,Lausanne,Extranjero,Suiza,Techno
173776,KONKRETE JUNGLE,2011-02-18,Goldie,22:00-05:00h,840,Sullivan Room,Sullivan_Room.jpg,218 Sullivan Street,Nueva York,Extranjero,USA,House
173795,Technorama,2011-02-18,"KINK (Ovum, Rush Hour, BG) + RODRIGUEZ  JR. (Mobilee, Systematic, FR) + DJ JEE (Technorama, Tsugi, Topplers, FR) + MS CELINE (Technorama, FR)
",00:00-06:00h,723,Rex Club,Rex_Club.jpg,5 Boulevard Poissonnière,Paris,Extranjero,Francia,Techno
173805,Bang Bang,2011-02-18,"Main Room: BitR8 + K1R3Y + Mr. Noisy
Room 2: Deejay Philly + Gavin Foord

",21:00-04:00h,948,Junk,Junk_Southampton_140.jpg,55 London Road,Southampton,Extranjero,UK,Breaks
173813,Mud,2011-02-18,"The Basement: Spectrum 1st Birthday: CALIBRE (Signature, IE) + MC FATS + TURNTABLE TERRORWRISTS + SYNERGY
The Stage: Scribble Records: SCRIBBLE SOUNDSYSTEM + THE SOUND SENATE + THE BASTARD (LIVE) + SCRIBBLE DJs + Scribble Merch Stall
The Mezz: Dubstortion: ENNO + OISIN HAYES + DUBSTORTION DJs",22:00h,2255,The Twisted Pepper,nologo.jpg,54 Middle Abbey St,Dublin,Extranjero,Irlanda,Breaks
173844,Colours,2011-02-18,2manydjs,22:00h,727,The Arches,TheArches_UK_140.jpg,253 Argyle Street,Glasgow,Extranjero,UK,Electro-Rock
173873,Push It Club - Summer In Winters (Maurits Bday Celebration),2011-02-18,"Prinz + Yves-V & Mc Comrad + Dj Daxx & Neurotique + K-Electric + Jekke + Const 
Kwal Balcony: Ben Dover Dj's",23:00-06:00h,795,Café D'Anvers,Cafe_D_Anvers.jpg,Verversrui 15,Amberes,Extranjero,Bélgica,Techno
173882,CHRIS LIEBING vs. LEN FAKI,2011-02-18,"CHRIS LIEBING (CLR Rec.) + LEN FAKI (Len Series) + ROCK REBELL (Dark Side of the Loon) + VJ FELIX HILD
",21:00h,894,Bootshaus,Bootshaus_Koln_140.jpg,Auenweg 173,Colonia,Extranjero,Alemania,House
173904,Zleep 007,2011-02-18,Seth Troxler,22:00h,956,Stealth,Stealth_Nottingham.jpg,Goldsmith Street,Nottingham,Extranjero,UK,Breaks
173926,WAX:ON MUSIC (XYME EP LAUNCH),2011-02-18,"EROL ALKAN (PEOPLE GET REAL, XYME)",10:30-07:00h,1566,Mint,MintClub_Leeds_140.jpg,8a Harrison Street,Leeds,Extranjero,UK,Techno
173939,Girls & Boys presents,2011-02-18,NERO + GUESTS,22:00h,1139,Webster Hall,WebsterHall_USA_140.jpg,125 East 11th Street,Nueva York,Extranjero,USA,Trance
173949,"",2011-02-18,"Bar: Noite Green Ray: Hercules & Love Affair (Concierto) + Andy Butler & Kim Ann Foxman (Dj Set)
Disco: Noite Green Ray: Horse Meat Disco + Dimitri From Paris",Sin confirmar,866,Lux,Lux_Fragil.jpg,Av. Infante D.Henrique,Lisboa,Extranjero,Portugal,Techno
173970,DUBSTEP SPLASH PARTY!,2011-02-18,"16 BIT (London, MTA Records) + DOCUMENT ONE (London, Buygore Records) + LUCID (Jungle Juice, Splash, + MR WESH",00:00h,800,Le 4 Sans,Le4Sans_Francia_140.jpg,40 Rue d'Armagnac,Burdeos,Extranjero,Francia,Electro
173983,"",2011-02-18,Javi Frias,01:00-07:00h,1598,Sugarpop,Sugarpop_Granada_140.jpg,Gran Capitán 25,Granada,Granada,España,Rare Groove
174009,CLUB NME,2011-02-18,Neon Trees + Transfer,21:00-03:00h,1712,Koko,Koko_Londres_140.jpg,1A Camden High Street,Londres,Extranjero,UK,Indie
174017,BATOFAR 12TH BIRTHDAY!: CLUB BAZZAR 14 spéciale LIVE,2011-02-18,"BLACK STROBE (live) + MOTOR (live) + DAVID CARRETTA (live) + DINAMICS (live) + GRIMEY KID (live) + RAFINE & NOOSHMA (DIGGIN)

",23:00h,798,Batofar,Batofar_Paris_140.jpg,11 Quai François Mauriac,Paris,Extranjero,Francia,Techno
174033,DIMITRI  ALL NIGHT LONG,2011-02-18,"Dimitri (RoXY, Trouw, Bergen, all night long)",21:00h,1613,Trouw,Trouw_Amsterdam_140.jpg,Wibautstraat 131,Amsterdam,Extranjero,Holanda,Techno
174044,Surefire.Sound,2011-02-18,"Rustie + Scuba vs SCB + Peverelist + Addison Groove (Live) + Boddika + Dark Sky + 8 Bitch + Paul Spymania + Joe Muggs + Silverman
",22:00-06:00h,959,Corsica Studios,nologo.jpg,Elephant Road,Londres,Extranjero,UK,sin especificar
174062,BEAT IT!,2011-02-18,"Mainfloor: Benoit & Sergio (LIVE, Visionquest) + Daniel Stefanik (Freude Am Tanzen) + Giles Smith (secretsundaze) 
Waterfloor: Krause Duo (Musik Krause) + Jamy Wing (Einmaleins)





	
 



",00:00h,719,Watergate,Water_gate_Berlin.jpg,Falckensteinstr. 49,Berlín,Extranjero,Alemania,Techno
174116,Babilonia Session,2011-02-18,"Kenzhi


",22:30-03:30h,2515,Babylon Café-Dance,BabylonCafe-dance_140.jpg,"c/ Corredera Alta de San Pablo, 33",Madrid,Madrid,España,House
174121,Homenaje a Sonia Briz,2011-02-18,"John Axiom (live) + Bran Lanen + Pablo Marcos aka Tru + Padone + Bass Boss

",22:30-06:00h,262,Tocata Club,Tocata_Asturias.jpg,Plaza les Campes,Pola de Siero,Asturias,España,House
174139,Up,2011-02-18,"MAR-T (Amnesia, Ibiza) + TADEO (Cyclical Tracks) + ANTON GARABAL + MEDIO",00:00h,1945,Penélope,nologo.jpg,"Hilarión Eslava, 36",Madrid,Madrid,España,Techno
174142,BLOW presents IBIZA LIFE,2011-02-18,"ROOM 1: Daniel James + Closure DJs + Tom Thunder + Warriors DJ Comp
ROOM 2: Freaky Disco + The Cupid stunts + Paul Soulful + Kerris Fundamentalist + Nicky Woods + Stu French & M.I.X.
ROOM 3: Joe Corbani + Corrupted DJs + Matt Hardinge + Johny Disco + Master Bremner + Agassi + Bertie Morse
    
 
    



",22:00-07:00h,981,Egg,Egg_London.jpg,200 York Way,Londres,Extranjero,UK,House
174151,GROUNDED THEORY,2011-02-18,"Terence Fixmer (Electric Deluxe, Prologue) + Traversable Wormhole (LIVE, CLR) + Delta Funktion (Delsin, Ann Aimee) + Milton Bradley (Do not resist the beat)

",23:00h,967,Arena Club,ArenaClub_Berlin_140.jpg,Eichenstraße 4,Berlin,Extranjero,Alemania,Techno
174165,"",2011-02-18,Bubblegum + The Comebacks + Dj Bombin,21:30h,547,La Boca del Lobo,La_Boca_Del_Lobo.jpg,Echegaray 11,Madrid,Madrid,España,Indie
174180,Fluor Acid Party!!,2011-02-18,"La1: CHIMO BAYO (live) + Fono + Obtuso 
PI: Miss_tra 
22:00h: La2: AFTER PARTY CONCIERTOS: CANTECA DE MACAO + Artista Invitado",01:00-07:30h,2205,La 3,La3_Valencia_140.jpg,"c/ Padre Porta, 2",Valencia,Valencia,España,sin especificar
174184,KULTURAMA,2011-02-18,"birdy nam nam (fr, jive/epic) + noob (fr, turbo rec) + partyharders ft. highbloo (be, lektroluv rec) + vhyce (be, sweat it out!)",23:00-07:00h,733,Silo,Silo_Lovaina_140.jpg,Vaartkom 29a,Lovaina,Extranjero,Bélgica,Electro
174209,We are U60311,2011-02-18,"U60: Kerstin Eden + Sebastian Serrano + Sascha Lebemann + Jenny Furora + Oliver Anderson   
311: Chris Hope + Marc Eichler + Jonas",23:00h,731,U60311,U60311_Frankfurt.jpg,Rossmarkt,Frankfurt,Extranjero,Alemania,Techno
174224,"",2011-02-18,"BAD BOY BILL (MÉNAGE MUSIC) + PHONIQUE (POKER FLAT, DESSOUS)
",23:00h,794,Week End,weekend_berlin_140.jpg,12th Floor. Alexander Platz 5,Berlin,Extranjero,Alemania,House
174237,Dub Infusions,2011-02-18,"Subway + Joe Nice + RSD + Nicon vs Cold Sweat
",00:30h,1114,Tivoli,Tivoli_Utrecht_140.jpg,Oudegracht 245,Utrecht,Extranjero,Holanda,Breaks
174240,D'Clap,2011-02-18,"Diego Iglesias (Live) + Roi Fanzine + A.G.M! + Ro-Noise + Quintrix + Óscar López

",02:00h,1125,No Club,nologo.jpg,Sin confirmar,Sin confirmar,La Coruña,España,House
174265,Danzoo: M-nus Party,2011-02-18,"MArc Houle + Ambivalent + Fabrizio Maurizi + Tony Méndez & Serious Beat
",00:00-06:00h,707,Macumba,Macumba_Madrid_140.jpg,Plaza Estación de Chamartín s/n,Madrid,Madrid,España,Techno
174273,"",2011-02-18,Danny García (HEaven. Gran Canaria),00:00-06:00h,398,Ohm,Ohm-Madrid_140.jpg,Plaza de Callao,Madrid,Madrid,España,House
174279,"",2011-02-18,SAnti The Warriors + Luiliminil,00:30-06:00h,150,Ochoymedio Club,Ochoymedio_Madrid_140.jpg,"Mesonero Romanos, 13",Madrid,Madrid,España,Indie
174338,"",2011-02-18,"Marco Boragina






",00:00-05:00h,382,Macarena,Macarena_BCN.jpg,Nou de Sant Francesc 5,Barcelona,Barcelona,España,House
174344,Electronic Dreams Sessión Essenzia,2011-02-18,"Marcos Barrios (Electrogovi) + Alberto Santana + Mario Garcia









",23:00-06:00h,2315,Bitácora,Bitacora_Valladolid_140.jpg,Enrique Cubero s/n,Valladolid,Valladolid,España,House
174725,"",2011-02-18,THE STRINGBONES (Bcn) + INSERT COIN by Zkweee Crew,20:00h,2219,Desafinado,Desafinado_Zaragoza_140.jpg,Paseo Gran Vía 36,Zaragoza,Zaragoza,España,Rare Groove
174406,"",2011-02-18,"CHRISTIAN WÜNSCH + ROBERT LAMART + PEPE VALERO + XANO + BEN MARTIN + DAVID GRAHAM + PISTO + JAVIER ALEMANY

",00:30-07:00h,1529,Narita,Narita_Castellon_140.jpg,Polígono Los Cipreses nave 71,Castellón,Castellón,España,Techno
174422,Dance To The Underground,2011-02-18,Nacho Ruiz,00:30-06:00h,387,Sidecar Factory Club,Sidecar_BCN.jpg,Plaza Real 7,Barcelona,Barcelona,España,sin especificar
174451,"",2011-02-18,Dj Oli Benet + invitados!,22:00-03:00h,1225,Xpressing Underground Club,Xpressing_BCN_140.jpg,C/ Valencia 196,Barcelona,Barcelona,España,Rare Groove
174472,"",2011-02-18,Freedonia (Concierto) + Dj Watch Tv,23:00-05:30h,507,Tempo,Tempo_Madrid.jpg,Duque de Osuna 8,Madrid,Madrid,España,Rare Groove
174489,"",2011-02-18,Dj Marcos Boricua,23:00-06:00h,206,El Junco,El_Junco.jpg,Pza Santa Bárbara 10,Madrid,Madrid,España,Rare Groove
174524,"",2011-02-18,Tortuga Turquesa + Sandrobianchi,00:00-03:00h,295,Areia,Areia_Madrid.jpg,Hortaleza 92,Madrid,Madrid,España,sin especificar
174537,"",2011-02-18,Onan Dj,23:00h,1776,La Noche,LaNoche_Alicante_140.jpg,Padre Maltés 6,Alicante,Alicante,España,Indie
174546,GLOBAL FUNK PARTY,2011-02-18,DZ + MAKALA Djs,23:00-03:00h,2602,Bukowski,Bukowski_SanSebastian_140.jpg,"Egia, 18",San Sebastián,Guipúzcoa,España,Rare Groove
175060,Hermandad,2011-02-18,Los Gemelos Derrick + Toxic Twins,00:00-03:00h,435,Isladencanta,Isladencanta_BCN_140.jpg,Capella 15,Barcelona,Barcelona,España,sin especificar
174599,Vive,2011-02-18,Javier Katta,00:30h,2571,1900,nologo.jpg,Calle de Alarcón s/n,Valladolid,Valladolid,España,House
174614,disco night disco light,2011-02-18,ASIER MEATAKA + BEN HAMED + VJ MOEBIUS,00:00-06:00h,2198,Tunk!,Sala_Tunk_Irun_140.jpg,"Auzolan, 20",Irún,Guipúzcoa,España,Techno
174618,Dark City,2011-02-18,"KONZE + ROY-D + DEJOTA PAUL
",01:00-06:00h,1125,No Club,nologo.jpg,Sin confirmar,Sin confirmar,Barcelona,España,Electro
174632,Afterwork!,2011-02-18,Gran Reserva,00:00h,411,Garito Café,Garito_Cafe.jpg,Dársena de Can Barbará s/n,Mallorca,Baleares,España,House
174644,"",2011-02-18,"Blue Fever: Brendon Moeller (live) aka Echologist & Beat Pharmacy + DJV Sound
Gold Fever: FEVER ON STAGE: Dorian + Marc Dorian DJ + Kinki 
Pink Fever: La prohibida + Unai Goikolea",00:00h,380,Santana 27,nologo.jpg,Poligono de Bolueta.,Bilbao,Vizcaya,España,sin especificar
174656,"",2011-02-18,Dj Floro,23:30h,23,Afrodisia,Afrodisia_Granada.jpg,Calle Almona del Boquerón,Granada,Granada,España,Rare Groove
174679,"",2011-02-18,Neumann + Lollypop,Sin confirmar,2653,Imagina Club,ImaginaClub_Cadiz_140.jpg,Punta de San Felipe s/n,Cádiz,Cádiz,España,Indie
174697,Ghostel,2011-02-18,Bingo Nites + Lektrono,23:30-05:00h,299,Kafka Club,Kafka_Sevilla_140.jpg,"Faustino Alvarez, 27",Sevilla,Sevilla,España,Indie
174713,Nocturnal Sounds Party,2011-02-18,F. Gazza + Mark Throw + Maleza,00:00h,1103,Quilombo,Quilombo_Granada_140.jpg,Carril de San Cecilo 21,Granada,Granada,España,sin especificar
174722,Back To Basics,2011-02-18,Alex Gómez + Guille Arjona + Anthony Class,02:00-07:00h,977,Passion,Passion_Torremolinos_140.jpg,"Av. Palma de Mallorca, 10",Torremolinos,Málaga,España,House
174735,"",2011-02-18,"Sala A: Dj Spike & Dumber
Sala B: Dj Smokey & The Bandits",00:00-05:00h,579,2046,2046_granollers.jpg,Conca de Besòs 36-37,Granollers,Barcelona,España,Indie
174742,"",2011-02-18,"INTERNATIONAL BITCH (justified Cause, UMA Booking)",23:00-03:00h,1036,Premier,Premier_BCN_140.jpg,Provença 236,Barcelona,Barcelona,España,House
174749,"",2011-02-18,"D*Duran
",23:00-03:00h,1810,Carambola Café Club,Carambola_Illescas_140.jpg,Plaza de Colón 15,Illescas,Toledo,España,House
